node_id,aar,sesong,del,oppgavenummer,url
bestemme-lorentzkraft-retning-og-storrelse,2025,høst,2,6c,
kraft-og-akselerasjon-pa-ladning-i-e-felt,2025,høst,2,6d,
bestemme-lorentzkraft-retning-og-storrelse,2025,høst,2,6d,
magnetfelt-fra-spole-og-magnet,2025,høst,2,7a,
bestemme-retning-pa-indusert-strom,2025,høst,2,7b,
induksjon-i-baerekraftig-energiproduksjon,2025,høst,2,7c,
induksjon-i-baerekraftig-energiproduksjon,2025,høst,2,7d,
frilegemediagram,2024,vår,1,2a,
akselerasjon-med-luftmotstand-i-kast,2024,vår,1,2a,
avgjore-akselerasjon-vs-gravitasjon,2024,vår,1,2b,
gravitasjonell-rodforskyvning,2024,vår,1,2b,
rotererende-spole-i-magnetfelt,2024,vår,1,2c,
faradays-induksjonslov,2024,vår,1,2c,
induksjon-i-baerekraftig-energiproduksjon,2024,vår,1,2c,
skratt-kast-uten-luftmotstand,2024,vår,2,3a,
skratt-kast-uten-luftmotstand,2024,vår,2,3b,
skratt-kast-uten-luftmotstand,2024,vår,2,3c,
energibevaring-i-sentralfelt,2024,vår,2,4a,
numerisk-simulering-av-bane-i-gravitasjonsfelt,2024,vår,2,4b,
satellittbane-sirkelbane,2024,vår,2,4c,
tankeeksperiment-med-endret-lysfart,2024,vår,2,5a,
tidsdilatasjon,2024,vår,2,5a,
tankeeksperiment-med-endret-lysfart,2024,vår,2,5b,
tidsdilatasjon,2024,vår,2,5b,
tankeeksperiment-med-endret-lysfart,2024,vår,2,5c,
lengdekontraksjon,2024,vår,2,5c,
beregne-storrelser-i-fotoelektrisk-effekt,2024,vår,2,6a,
fotoelektrisk-effekt-begrep,2024,vår,2,6b,
beregne-uskarphet-i-posisjon-eller-bevegelsesmengde,2024,vår,2,6c,
sammenligne-kvanteobjekter-og-klassiske-objekter,2024,vår,2,6d,
bestemme-retning-pa-indusert-strom,2024,vår,2,7a,
tolke-graf-av-indusert-spenning,2024,vår,2,7b,
beregne-indusert-ems-fra-fluksendring,2024,vår,2,7c,
vurdere-gyldighet-av-modell-mot-data,2024,vår,2,7d,
usikkerhet-sammensatte-storrelser,2024,vår,2,7d,
krysningsfelt-rettlinjet-bevegelse,2024,høst,1,2a,
bestemme-lorentzkraft-retning-og-storrelse,2024,høst,1,2a,
frilegemediagram,2024,høst,1,2b,
system-med-to-masser-snor-trinse,2024,høst,1,2b,
induksjon-i-baerekraftig-energiproduksjon,2024,høst,1,2c,
skratt-kast-uten-luftmotstand,2024,høst,2,3a,
skratt-kast-uten-luftmotstand,2024,høst,2,3b,
skratt-kast-uten-luftmotstand,2024,høst,2,3c,
energibevaring-i-sentralfelt,2024,høst,2,4a,
numerisk-simulering-av-bane-i-gravitasjonsfelt,2024,høst,2,4b,
satellittbane-sirkelbane,2024,høst,2,4c,
tankeeksperiment-med-endret-lysfart,2024,høst,2,5a,
tidsdilatasjon,2024,høst,2,5a,
tankeeksperiment-med-endret-lysfart,2024,høst,2,5b,
tidsdilatasjon,2024,høst,2,5b,
tankeeksperiment-med-endret-lysfart,2024,høst,2,5c,
lengdekontraksjon,2024,høst,2,5c,
beregne-storrelser-i-fotoelektrisk-effekt,2024,høst,2,6a,
fotoelektrisk-effekt-begrep,2024,høst,2,6b,
beregne-uskarphet-i-posisjon-eller-bevegelsesmengde,2024,høst,2,6c,
sammenligne-kvanteobjekter-og-klassiske-objekter,2024,høst,2,6d,
bestemme-retning-pa-indusert-strom,2024,høst,2,7a,
tolke-graf-av-indusert-spenning,2024,høst,2,7b,
beregne-indusert-ems-fra-fluksendring,2024,høst,2,7c,
vurdere-gyldighet-av-modell-mot-data,2024,høst,2,7d,
usikkerhet-sammensatte-storrelser,2024,høst,2,7d,
